id,product,product_pred
GrdZm,46.41540534550054,85.82324297025282
3kiU5,77.33242637778575,119.6537938615835
7nul3,149.72161431089475,117.02951483028298
uYl9W,93.43920941657476,78.87576662187472
5aFIZ,127.2071204079694,96.89662033395412
InpYA,112.0366992792652,86.60680427954406
CidzT,127.79126842622854,116.64952544027747
GKR4F,179.73052020051057,129.11333412378667
cU5ad,63.0531141128411,86.5616972097307
DqRrb,127.2867359034852,105.19269170531969
VeTTs,96.13849848213408,86.97226291538306
IRFXD,122.01675143002866,113.90005312127431
oYfQt,116.01877408709966,97.95155306510871
tiX4n,59.90363697865442,86.31941394384397
3IrOg,102.29963457179385,110.03932172340583
uz5qx,60.5466972387636,60.36659050468756
MqEZB,56.57868761238636,104.45499773442782
Oujna,138.3178157806419,81.3011640584579
fvnE0,148.00003907931796,132.1618575328862
cRXer,131.35034314258763,82.43916873784693
xqSKz,129.9757532370421,114.51020935307902
ChehI,96.80657815665958,41.84455649731824
MOVm6,147.21878373096183,110.45933786774586
yFIgo,181.3436554965524,138.3251011708005
1HsES,28.36332815264732,82.57103643308429
iLUPH,134.84716585055955,56.12151442230858
v4wU4,37.66493304112192,78.60728411645843
HtAzv,103.84590167285772,61.151284347517716
A0cPg,35.07944379864385,86.75629149861743
3gUwh,160.82198358914894,102.15996038872099
RbRSr,104.30288504453848,118.54260680557704
etWPu,158.02494887543108,105.86359920297303
OjDAs,24.994056923550545,84.52911059455758
fKlyX,57.03562031786164,73.94069749497152
GLIXL,36.96530770982192,43.43705190690417
FB47b,118.62729439412485,124.41265285227351
q7fAU,144.53367699593548,97.41892745376762
8tsQi,40.19445970407239,57.42566606851681
uxPQR,139.11171719650866,117.12589655050125
OeEMq,130.60395175343857,112.66283284203118
TwvGv,105.39030269115136,85.31871037789134
zCR1c,135.32863255660567,114.22245747174009
iAE0k,161.7813058827556,113.3015463792968
csEyL,68.13256195913607,90.05896645390146
21mnR,101.24098039513544,87.7837539795667
A5rzR,128.09676728448082,92.07769653978453
Othh6,56.09580751275792,131.0865720982892
lNFqa,134.4796031495725,92.5256855175116
kv2mx,36.05354269918767,60.182036235730024
Osl5A,155.35344139070585,95.14421532322284
xFyrv,155.11973296857053,130.16820303928074
r40UN,136.41991630216012,76.21443059231824
IYwfk,130.7997374311148,114.53102245569156
XmLhM,88.58665749143297,108.44194602544763
xcb9c,112.2171001377224,86.20939829269385
Tvxzl,61.1432975588016,72.77979388382097
O0xfM,107.70245664574468,107.52819267310187
7rcvC,66.27944083676392,40.00325472472817
6jgv3,48.846229632987296,87.7591358335624
E1v28,135.07675740215487,112.92415832500303
