id,product,product_pred
wAtvR,131.92259049499978,76.06269123607751
nVhyX,165.456074953119,90.0611114555611
ecze8,102.1055391718773,120.63061643432488
qju6o,34.07904678713017,63.22454092075363
FbzYP,138.07754324932495,141.17970676573546
ssf7P,84.65961212260231,90.06485077145494
ktSHM,51.89419460802256,73.64745320962442
wcPm6,175.68775571018782,100.99656479831658
XPOBd,154.00907759365649,119.64398770933983
Zwmeu,83.49522452244709,58.63872438975166
Su1wV,105.23073405388442,84.71880462859745
aIhyI,11.542247098211975,69.38789965578226
C8aUI,159.1346861182979,129.28147115706855
Fbj2a,127.89801567470052,90.29889502523494
EExWH,158.62562577847697,132.94662042842018
xCZGS,33.52408182784395,71.05883202453568
WZEMv,112.77594311282024,101.94114813893377
p5eOZ,147.01561123301704,104.79537908952365
2xAS5,187.4141713992172,87.19226026514926
QaAXJ,56.856124158453206,103.61332045497534
C9CVx,140.3536977554725,109.35773304363566
jl43K,4.01241885033508,68.7119953068395
5aVb4,189.0423077037396,101.90095507705203
aH3Hw,104.45599216819625,86.64689597361924
FiuId,93.15312839799532,76.90461476239587
FPtlO,87.7435086441299,88.80075180879885
UyBQB,181.0923489034497,121.22904493169007
FXv3u,156.61779247843808,131.49310966554256
XyaD0,167.49145748517398,109.73584491924777
wHKfn,93.09302672633642,119.23079846966648
izkHM,65.4590081553977,96.11214118039223
NLiwU,116.66927855870787,107.19380977017919
5M5C5,130.4495890949863,109.69591527616967
SbnMB,94.57342595164894,83.4072944496959
RhPsR,96.52182699483578,124.11005761323653
EeOvz,81.0012162986673,150.5500256446824
7OCyh,108.77470326227493,112.50335177563386
yXU9K,117.27839408262504,110.8904254619128
KrdVY,163.35505075762947,59.58896966498676
MLkmb,133.45141852439127,92.85598289206703
qGMU5,52.93298939153055,104.97204181575597
NqQxM,41.96487525690827,111.82454714887858
2xOjg,42.084287894857766,78.17460143650727
plJsS,92.9384268475393,87.26291819304306
jCHWj,110.39985748749292,101.24629183185401
QqW1k,139.49138349880633,100.20679519945219
9sYSc,44.905972698339205,81.65041513480573
sKOo5,107.7006210886015,105.10912517874446
JSTMO,152.81710899116584,133.08623280805347
fE9jf,6.798481426137502,101.79682466961997
b5C7C,75.22437387219809,114.4088491717386
suriB,119.84714896761446,101.58529956217446
LbRcs,94.07915858535416,125.8952093457107
9Zt64,93.78857175416915,57.9435894540105
opKkn,145.62966940762013,125.05428937960983
m3OK5,106.75490281256155,123.96948885602518
IK8NF,56.90053018820347,97.7771980535771
dHp4a,55.017432014120885,91.36330666086697
7WfOp,111.3124119770096,82.94198719437941
8yd9C,89.3404877207202,98.71104833875351
T6SzT,124.05566593352592,115.63203627119394
clPNF,79.74699950945882,101.28945301223219
Nu5Pw,129.18344181775024,82.20320705345225
Q0P69,35.75725984343883,106.18557041709927
CaJPz,132.05610013638932,101.81525847018922
vOyqO,115.40774771959596,129.65419015860107
gJ2Fo,74.51820560829357,87.56778550825511
6uYcM,164.92907452465494,104.10097901933659
kbO1m,65.49035491603043,61.36733042177326
jCGEU,77.51094471138637,94.75256421611115
6eEdy,95.9618456591568,78.94382312478837
rIsKw,98.68039019773684,63.56051419656815
Z7Yyo,106.83378149127174,90.34660229742549
Ntq1o,41.54768161067625,114.60806733504131
vDqZi,12.083340080309195,95.27803339101887
I7HIu,25.40117759137711,83.63192936090175
oH3IF,171.34201649255135,98.85749479467573
cUNYk,60.22285506941325,70.35569805666265
a5cUr,87.81349822273931,144.93851605161774
jfBmu,68.35531497389012,82.40558797125642
ab7LV,135.79586747576084,140.78902297815736
23ZGx,140.99851296368698,111.63267464818574
GHTXq,152.2224406078537,97.86739873456943
ZCYDg,120.05165192180093,91.88267505911432
gNvPj,45.64347928351918,73.16514449536983
rsO5u,90.8639093472042,87.02097754851178
HrUnn,42.10428122611306,67.24244105497385
JOEq2,20.55004874911955,80.02036168269046
z8ear,25.8460651587722,90.6341413738491
VCn6s,139.2009916666028,116.7400582445369
Gp9uD,91.1122743614363,89.48822426813553
3P2ef,165.3131503275684,103.63254683362028
fG2o9,144.72578959546502,108.00961282835564
wlozF,78.7573563575936,94.44249018308999
ws5Qq,76.9099933649144,80.57332780632804
lHIZu,135.59066120224287,108.10272896483794
cHSGW,130.3665631946654,95.82096155542054
aRuBT,94.22711508092752,102.811973452642
QCSnZ,96.66715787441164,119.99143930375962
OD4KS,52.99382154509582,90.80011370259302
Tg9JD,111.72366926756584,93.63579148210634
IpHhp,16.025625121607153,75.02480381694994
TGJcK,56.68772259313746,93.66430394412372
lcI3A,107.55246725614664,89.08920772266194
ZFSLS,96.15393203049892,103.60598091674623
ebuZ6,165.57724595755545,90.09694397592956
ois8E,94.5613686777514,87.03180939264463
ofFoG,36.312597222874,95.80656443923903
w7L6x,126.546674595794,94.6265700242591
t2QYZ,87.82766604473616,84.16893423034905
SeFPP,25.99076758554216,79.52890493569377
B4kZ3,116.47662434741426,84.14423833692142
STTXz,130.72040020349448,116.52407801573152
3rQIg,50.76585671647893,95.17070952204051
pKF9a,167.3800846395237,118.59748000891585
1e5Sp,85.65773977049875,86.13875073560114
BtmHg,62.50140177060364,78.05270637244789
GaU6v,182.43247567211776,116.84082839686772
ytYVe,133.0704666729392,120.44980052566137
v0P3I,125.16302691081565,95.6257007929095
GqCMQ,81.83939266821791,99.69030439913476
KFBaN,53.32055721799378,76.42574393306438
38mBa,53.08965695510515,83.61658318022957
LzwA2,62.771370127724914,90.97096635868749
OHewB,91.36923913646127,83.58706510873081
35pVf,42.763293658153934,104.46189519725057
U3xsu,61.32816364187025,73.32162904594047
CB37K,148.8961554438297,128.26930049444687
MSiz1,146.76488072359044,72.60299563581471
UnLCW,55.108092542531885,73.6334438512589
fRol4,78.23440217082776,70.87225204954444
4VL1y,93.39387798968266,123.89895712087295
Fh4XO,136.69451963257004,104.87960359846633
MjVqd,91.81953776183936,62.041225618517416
VJW1v,55.82115874440869,94.62622561024278
fFhuR,150.6321845903844,119.51681457567857
TEM3n,150.5697496588252,115.26302276528686
y8Klq,152.50568302151683,92.09467025255405
iJqJx,189.82623282005545,126.98881374610139
IpX2C,83.97655141906249,88.8199875441532
c4now,42.42177810808086,101.4148832250378
WG7r9,107.1843343373833,92.8318594038482
MamN8,113.81408275459866,74.43087787678513
ZuHjb,53.818803226748976,86.1075936825798
0g2zN,130.94542084515982,85.00612102210128
wum5X,105.11974874051148,78.59070983170605
nDviN,60.03237070635368,75.05444751592128
sX4Cu,81.35889532463834,65.58026977754685
x9vyC,78.17908209467379,89.79011476943131
qWdpT,168.04163422234367,118.70731755668331
KzdZr,92.14643957479448,101.02810345568076
VUXU2,33.628063976749914,96.08872004249517
zZ3nw,57.71477923646648,115.10907736033089
GXGOy,152.9461911346437,86.74689920067541
Vjjnb,160.21444537879742,103.96508565405327
cll2a,119.08799079470462,96.17377852260422
3UvI3,69.1288747339567,93.62401300850632
5olu9,104.9631827366038,94.10789140736134
1Apf5,148.19317552787157,101.75747634448324
Rg2sj,140.23476512841128,108.53616540042212
PaQHX,126.23258765633769,115.22587820805973
Ko3XN,180.52318402568773,115.85982468516144
VfnYU,31.310471359003312,82.81923148759357
8gdbn,177.29912322618284,104.01398798089964
f9V4S,61.28737292509601,72.74972943841854
SuZnN,145.80435983413088,63.19190667961868
mvUbt,143.4188404923399,134.02622056628297
dfC07,21.65477871301382,58.80031048442762
cCebC,77.90594707826573,83.07062889233657
eX8PO,82.08161556513991,96.04824766502465
Tw3Ob,142.92039906959178,97.57648000934275
BM7L7,111.49322507188356,110.60685311858013
GO3EQ,39.52094446923616,86.52658778016713
mQmXz,35.42440251383337,97.79297682113256
Zfp8r,26.48904375696741,104.39552733108437
UrbHv,40.05324113315071,89.91430330537389
2bnDy,17.140836513254516,104.39602503700678
5aUQ6,136.1015270300697,119.19245111997463
kFTZE,163.720403645548,70.20031616488825
Mc0SG,100.54741309255417,91.53785818115281
lPGl3,145.5455890423342,90.57864517424727
LqisS,138.83558253986797,111.14532755752353
zIcRr,83.62532815714378,83.08629359162842
mn0lo,125.03000849400858,100.64068701900341
7ixnv,135.570725989828,97.34550208153772
Qh6ig,65.57926130066411,62.44287056890197
G2FZi,127.46135339322268,106.44572088798839
lA8A5,42.26003816878253,66.62249133877549
6O9CX,79.76947520472841,108.91967388591766
DresB,148.465606515586,101.44696641380598
U8ga7,182.7664811136524,135.67223035901662
MT736,157.91426423324063,137.13435012089892
hsiuZ,58.74845618932984,81.34736917045485
uVMtk,29.76793317029629,85.43977197481729
57hvu,153.40733456242518,116.23211306398501
P8HHo,127.47241535779578,127.02308225690584
bbY5n,91.1511858596663,88.99646294814865
kUPIV,92.34113870102668,96.37138856154283
34S3C,13.17614504062798,93.04295596375104
sikgp,105.731434113874,116.5829224587936
yk2T5,163.0873001966791,105.2271182388409
7ey7K,61.74086989221852,97.38210596884922
MmpKC,137.37456269295657,101.70472616464203
4hGRJ,27.91983471201165,111.32259524711061
5J2l5,90.64692443815186,96.2624692294646
TOkH3,178.47082659975248,124.27989125620279
1hyMl,28.705537088273815,114.57757160097458
f1iyM,151.7133367976339,126.52259625555055
673Er,112.55310884852774,105.15882574106232
Cb43T,111.05301881744585,104.55660800684096
1LLr3,54.36126820038896,74.6047846513702
eWcKs,186.8236775900177,61.71896649858387
MTq8v,63.02507875983871,93.9309768643264
nuX1k,169.04472306037815,94.60560714878699
RpOHf,65.21071688079122,101.82216990575569
HOShQ,56.89110015457405,51.624664709353745
8226Q,102.58561707755575,89.55063117172104
hjz4d,56.09881794927616,97.07275787547573
VAsdI,140.7588066428238,117.363687136988
q7hrh,49.73950636010637,75.32821399528457
U5mRm,38.945121297522114,62.45259742296254
AIjdC,132.96699302772578,83.25729242948775
omgsB,89.30390863670354,90.46648944900143
I3VFd,142.64450406861124,82.73534957869619
64VJm,20.782912950637066,57.44975084534983
Mejlm,127.74533715967856,86.71351446235852
FAhhM,140.3339405004215,120.3992091875414
1r4Nb,47.34384731772667,77.2068728533003
DXIcy,8.33537701617486,92.76968162480223
qSj8i,59.856591825889225,43.97812633054942
rtqac,53.16996029063993,94.98143327037442
c9Sui,156.37980330217047,83.36723847726445
Zf296,82.25805972959309,109.56071782596777
0Lslm,93.07257865996168,97.10831804846292
apqED,86.78523819390229,67.65835314743526
6SPvD,132.83629414670816,118.69699339284766
jxDOl,61.81191484259946,80.92723683202604
dgN8H,8.669871371041477,83.01786770130128
aUAPl,136.21393708365298,124.94558485722541
dD2Ul,108.99461982253776,85.52800182161013
1Mawk,61.25232692102907,89.65508064137794
jiNZv,63.337565484832325,112.75453338313588
JYWJJ,131.96446101151193,128.98954026940672
rsZJg,120.2070833669186,89.54405479227198
2VRvx,130.06983164864033,118.5823624309783
35KGl,160.15142049113732,86.92714810206442
a0Cqb,113.40843818890782,131.43973458272168
S1Idi,77.69217321307646,64.59934561757535
uzp8L,106.8696790506824,122.45851976626689
WImA0,24.537357444337925,88.61915430760814
ER6Of,43.53097270924936,77.82082239502981
pUtl4,109.52711042950664,105.4144900541117
XhyYS,59.41660869644938,85.60017767862709
oGE4S,147.67884611074246,103.07543395383264
ooFRD,157.4832225320714,80.0308047450653
MLKg5,89.25426956997529,87.93407058831818
p4yp5,73.94036268695251,67.4427182427006
iWU2S,58.56141768381404,63.46975583650374
8mpOY,76.28671966818746,111.4576548809005
hoZXx,46.5708249221549,91.1634383520522
nIb9Q,48.8339965565396,67.46064330647253
RcPG8,82.11716353141641,102.28462885451613
E2G1C,116.8875577902596,64.24221336810086
kvXDE,55.3491934136693,100.27089699337225
8dx9A,100.29073645339592,87.6398308648702
SqY6f,144.65874231787043,98.80920846909133
VbH4O,104.53351181667712,91.65229083493927
POnRl,81.80667985517846,101.93500824067355
175Z5,107.9414394740218,89.10879821059632
CH2eP,40.81438075387332,56.13059039758388
5xaad,120.62567410088818,80.98869501228931
QIhsD,160.30761512178717,128.46422180053315
6QByt,56.35817929724112,76.49020018323866
B68rX,30.81024364957381,71.67740797888224
PNF8s,36.5013911425084,115.24538113358976
eHGwa,55.29857655633252,39.36433050477827
MENzr,61.16260957447864,87.96568795061852
Zjazg,88.58111776155538,120.05213241082225
bEAXP,126.9420063205257,70.0520907768224
hqUxb,142.3592525537546,77.24747474895887
hDtWj,177.493824785419,107.03689873484588
gKvJR,59.32148493397524,114.86787794157335
BSCOJ,109.39877176263512,100.78846388638598
eiOfG,46.64687839779535,55.186820050397216
NDPS5,20.658674857524467,65.49733728524313
6w56e,32.64726445444454,91.59821858580088
A6rAH,173.51786598425727,116.93496697766936
